ApprovalDate,ApprovalFY,NoEmp,CreateJob,RetainedJob,DisbursementDate,DisbursementGross,Accept,NewExist_Binary,Franchise_Binary,UrbanRural_Binary,RevLineCr_Binary,LowDoc_Binary,ApprovalDate_quarter,DisbursementDate_quarter,Bank_Categorized,Bank_Categorized_cod,BankState_Categorized,BankState_Categorized_cod,ApprovalFY_Grouped,ApprovalFY_Grouped_cod,NoEmp_Grouped,NoEmp_Grouped_cod,CreateJob_Binary,RetainedJob_Binary,DisbursementGross_Grouped,DisbursementGross_Grouped_cod
6,1994,36,11,25,8,199000,1,1,0,1,0,0,2,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1990-1994,4,15+,4,1,1,150k-500k,3
4,2005,1,1,2,5,107088,0,1,0,1,1,0,2,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,1,1,75k-150k,2
8,1992,1,0,0,1,38000,1,1,0,1,0,0,3,1,Otros,8,OH,2,1990-1994,4,1-2,1,0,0,30k-75k,1
6,2008,0,0,0,7,38547,1,1,0,1,1,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,30k-75k,1
10,1995,21,0,0,1,35000,1,1,0,1,0,1,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,0,0,30k-75k,1
6,2000,1,0,0,7,57000,1,0,1,0,0,1,2,3,Otros,8,Otros,3,2000-2004,6,1-2,1,0,0,30k-75k,1
8,2000,4,4,4,8,347500,0,0,0,1,0,0,3,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,3-5,2,1,1,150k-500k,3
9,2001,20,10,0,12,300000,1,1,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,15+,4,1,0,150k-500k,3
9,2003,61,0,0,10,65000,1,1,0,1,0,1,3,4,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,15+,4,0,0,30k-75k,1
4,2003,1,1,0,5,127100,1,1,0,1,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,1,0,75k-150k,2
10,2005,28,0,28,11,30533,1,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,15+,4,0,1,30k-75k,1
11,2008,1,0,1,2,41127,1,1,0,0,1,0,4,1,Otros,8,OH,2,2005-2009,7,1-2,1,0,1,30k-75k,1
12,1998,29,4,0,5,121000,1,1,0,1,0,0,4,2,COMMUNITY CAP. DEVEL CORP,2,OH,2,1995-1999,5,15+,4,1,0,75k-150k,2
3,2007,3,5,3,8,50000,1,0,0,1,1,0,1,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,3-5,2,1,1,30k-75k,1
4,2002,30,0,0,5,185000,1,1,0,1,0,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,Otros,3,2000-2004,6,15+,4,0,0,150k-500k,3
9,2007,2,0,2,11,3000,0,1,0,1,1,0,3,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
11,2002,19,0,0,12,125000,1,1,0,1,0,1,4,4,Otros,8,OH,2,2000-2004,6,15+,4,0,0,75k-150k,2
9,1989,2,0,0,1,40000,1,0,0,1,0,0,3,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1985-1989,3,1-2,1,0,0,30k-75k,1
10,1991,1,0,0,10,28000,1,0,0,1,0,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1990-1994,4,1-2,1,0,0,0-30k,0
12,1995,1,0,0,4,50000,1,1,0,1,0,1,4,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,1-2,1,0,0,30k-75k,1
7,2010,0,0,0,8,25000,1,1,0,1,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,0-30k,0
8,2003,6,6,0,3,154000,0,0,1,1,0,0,3,1,Otros,8,Otros,3,2000-2004,6,6-15,3,1,0,150k-500k,3
11,2004,2,0,2,1,42253,1,1,0,0,1,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,0,1,30k-75k,1
12,1995,10,0,0,4,150000,1,1,0,1,0,0,4,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
5,2008,25,0,1,10,1665000,1,0,1,0,0,0,2,4,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,2005-2009,7,15+,4,0,1,500k+,4
5,1994,5,0,0,7,90000,1,1,0,1,0,0,2,3,Otros,8,OH,2,1990-1994,4,3-5,2,0,0,75k-150k,2
10,2009,31,0,31,11,746975,0,1,0,1,1,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,15+,4,0,1,500k+,4
4,2008,3,0,3,4,100645,0,1,0,0,1,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,3-5,2,0,1,75k-150k,2
11,2000,10,0,10,12,25000,1,1,0,1,1,0,4,4,Otros,8,OH,2,2000-2004,6,6-15,3,0,1,0-30k,0
4,1991,8,0,0,7,200000,0,1,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,6-15,3,0,0,150k-500k,3
2,1996,3,0,0,4,300000,1,0,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,150k-500k,3
11,1986,8,0,0,8,59000,1,0,0,1,0,0,4,3,Otros,8,OH,2,1985-1989,3,6-15,3,0,0,30k-75k,1
4,2001,9,0,9,6,150000,1,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,0,1,75k-150k,2
1,2006,14,2,14,9,87000,1,1,0,1,0,0,1,3,Otros,8,OH,2,2005-2009,7,6-15,3,1,1,75k-150k,2
10,1992,7,0,0,1,250000,1,1,0,1,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,6-15,3,0,0,150k-500k,3
2,1982,38,0,0,1,186000,1,0,0,1,0,0,1,1,Otros,8,OH,2,1980-1984,2,15+,4,0,0,150k-500k,3
4,2007,3,3,0,5,90000,1,1,0,0,0,0,2,2,Otros,8,OH,2,2005-2009,7,3-5,2,1,0,75k-150k,2
11,1999,1,39,0,2,997000,1,0,0,1,0,0,4,1,Otros,8,OH,2,1995-1999,5,1-2,1,1,0,500k+,4
11,1991,5,0,0,1,200000,1,0,0,1,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,3-5,2,0,0,150k-500k,3
8,2004,7,0,7,9,165000,0,0,0,1,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,6-15,3,0,1,150k-500k,3
3,1999,2,0,0,5,51000,1,0,0,1,0,1,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
4,2002,2,2,0,10,29973,1,0,0,0,1,0,2,4,FIFTH THIRD BANK,3,OH,2,2000-2004,6,1-2,1,1,0,0-30k,0
4,1997,7,0,0,7,1150000,1,0,1,1,0,0,2,3,WELLS FARGO BANK NATL ASSOC,12,Otros,3,1995-1999,5,6-15,3,0,0,500k+,4
2,2010,80,0,80,3,47367,1,1,0,1,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2010-2014,8,15+,4,0,1,30k-75k,1
6,1994,50,0,0,7,730000,1,1,0,1,0,0,2,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1990-1994,4,15+,4,0,0,500k+,4
5,2000,34,36,34,6,559000,1,0,1,1,0,0,2,2,Otros,8,Otros,3,2000-2004,6,15+,4,1,1,500k+,4
3,2004,10,0,10,5,114200,1,0,1,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,6-15,3,0,1,75k-150k,2
9,2007,5,0,5,10,87469,0,1,0,1,1,0,3,4,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,75k-150k,2
1,1995,30,0,0,4,100000,1,1,0,1,0,0,1,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,15+,4,0,0,75k-150k,2
12,1998,9,0,0,12,250000,1,1,0,1,0,0,4,4,WELLS FARGO BANK NATL ASSOC,12,Otros,3,1995-1999,5,6-15,3,0,0,150k-500k,3
8,2003,2,4,2,9,190000,1,0,0,1,0,0,3,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,1-2,1,1,1,150k-500k,3
3,2003,1,1,0,11,20000,0,0,0,1,1,0,1,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,1,0,0-30k,0
6,2003,27,0,27,9,135000,1,1,0,1,0,0,2,3,FIFTH THIRD BANK,3,OH,2,2000-2004,6,15+,4,0,1,75k-150k,2
8,1985,18,0,0,12,63000,1,1,0,1,0,0,3,4,Otros,8,OH,2,1985-1989,3,15+,4,0,0,30k-75k,1
6,2005,0,5,0,9,155000,0,0,1,1,0,0,2,3,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,0,0,1,0,150k-500k,3
9,1994,27,0,0,10,275000,1,1,0,1,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,15+,4,0,0,150k-500k,3
2,2014,1,0,0,2,24000,1,1,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,1-2,1,0,0,0-30k,0
1,1998,16,0,0,2,100000,1,0,0,1,0,1,1,1,Otros,8,OH,2,1995-1999,5,15+,4,0,0,75k-150k,2
11,2007,4,0,4,12,297000,1,0,0,0,0,0,4,4,FIFTH THIRD BANK,3,OH,2,2005-2009,7,3-5,2,0,1,150k-500k,3
5,2005,2,0,2,6,29814,1,1,0,1,1,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,1-2,1,0,1,0-30k,0
10,2012,21,0,21,11,269000,1,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2010-2014,8,15+,4,0,1,150k-500k,3
7,1997,1,0,0,11,167614,1,0,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,1-2,1,0,0,150k-500k,3
12,2007,1,0,1,3,38468,0,1,0,0,1,0,4,1,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,1-2,1,0,1,30k-75k,1
1,2005,15,15,15,2,1800000,1,1,1,1,0,0,1,1,Otros,8,Otros,3,2005-2009,7,6-15,3,1,1,500k+,4
5,1997,32,10,0,6,460000,1,1,0,1,0,0,2,2,Otros,8,OH,2,1995-1999,5,15+,4,1,0,150k-500k,3
9,2001,18,0,18,10,605444,1,1,0,1,1,0,3,4,FIFTH THIRD BANK,3,OH,2,2000-2004,6,15+,4,0,1,500k+,4
11,2006,10,0,0,4,50000,0,1,0,0,0,0,4,2,Otros,8,OH,2,2005-2009,7,6-15,3,0,0,30k-75k,1
8,2000,4,0,4,10,688700,1,1,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,3-5,2,0,1,500k+,4
3,2006,1,1,1,7,34202,0,0,0,0,1,0,1,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,30k-75k,1
11,2007,2,2,0,1,135000,1,0,0,1,0,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,1-2,1,1,0,75k-150k,2
4,1996,2,0,0,10,15000,1,1,0,1,0,0,2,4,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
4,2004,1,2,1,7,15000,1,0,0,1,0,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,1-2,1,1,1,0-30k,0
10,2007,4,2,4,10,109960,0,0,0,1,1,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,75k-150k,2
1,2009,0,0,0,2,25000,1,1,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
2,2007,2,0,2,3,50000,1,1,0,0,0,0,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,0,1,30k-75k,1
12,1999,2,0,0,4,46250,1,0,1,1,0,1,4,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
5,2003,1,1,1,8,25000,0,1,0,1,0,0,2,3,CAPITAL ONE NATL ASSOC,0,Otros,3,2000-2004,6,1-2,1,1,1,0-30k,0
1,2009,5,0,5,4,37200,1,0,0,1,1,0,1,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,3-5,2,0,1,30k-75k,1
10,2011,20,0,20,11,1120000,1,1,1,1,0,0,4,4,Otros,8,Otros,3,2010-2014,8,15+,4,0,1,500k+,4
12,1999,44,12,32,2,253000,1,1,0,1,0,0,4,1,Otros,8,OH,2,1995-1999,5,15+,4,1,1,150k-500k,3
9,1997,10,0,0,11,70000,1,1,0,1,0,0,3,4,Otros,8,OH,2,1995-1999,5,6-15,3,0,0,30k-75k,1
5,2007,1,2,0,9,90000,1,0,0,1,0,0,2,3,Otros,8,OH,2,2005-2009,7,1-2,1,1,0,75k-150k,2
5,2007,2,0,2,6,54000,1,1,0,0,0,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,0,1,30k-75k,1
4,2007,2,0,2,7,36566,1,1,0,1,1,0,2,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,1-2,1,0,1,30k-75k,1
11,2005,1,0,1,10,5000,1,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
2,2005,21,0,21,5,50977,1,0,1,1,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,15+,4,0,1,30k-75k,1
1,2006,2,1,0,3,65000,1,1,0,0,1,0,1,1,Otros,8,OH,2,2005-2009,7,1-2,1,1,0,30k-75k,1
3,2011,1,0,0,3,63285,0,1,0,1,1,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2010-2014,8,1-2,1,0,0,30k-75k,1
1,2001,2,0,2,8,25000,1,0,0,1,0,0,1,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,0,1,0-30k,0
12,2014,7,0,0,1,33042,1,1,0,1,1,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,6-15,3,0,0,30k-75k,1
8,1994,1,0,0,10,450000,1,1,0,1,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,1-2,1,0,0,150k-500k,3
4,2005,12,0,12,5,259878,0,0,0,0,1,0,2,2,FIFTH THIRD BANK,3,OH,2,2005-2009,7,6-15,3,0,1,150k-500k,3
3,1996,8,3,5,10,89000,1,1,0,1,0,0,1,4,COMMUNITY CAP. DEVEL CORP,2,OH,2,1995-1999,5,6-15,3,1,1,75k-150k,2
7,2004,6,5,0,10,121000,1,1,0,0,0,0,3,4,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,2000-2004,6,6-15,3,1,0,75k-150k,2
3,1996,5,0,0,4,72000,1,1,0,1,0,1,1,2,Otros,8,OH,2,1995-1999,5,3-5,2,0,0,30k-75k,1
9,1996,12,0,0,3,135000,1,1,0,1,0,0,3,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,6-15,3,0,0,75k-150k,2
4,2008,1,3,1,4,15000,0,1,0,0,0,0,2,2,Otros,8,Otros,3,2005-2009,7,1-2,1,1,1,0-30k,0
5,2012,1,0,1,4,232100,1,0,0,1,0,0,2,2,Otros,8,OH,2,2010-2014,8,1-2,1,0,1,150k-500k,3
4,2006,0,0,0,5,80000,1,1,0,1,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,75k-150k,2
10,1994,35,10,25,7,62000,1,1,0,1,0,0,4,3,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1990-1994,4,15+,4,1,1,30k-75k,1
10,2006,4,5,4,10,67100,1,1,0,0,0,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,30k-75k,1
4,2004,8,32,10,6,35000,0,0,0,1,1,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,6-15,3,1,1,30k-75k,1
2,1979,1,0,0,4,75000,0,0,0,1,0,0,1,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1975-1979,1,1-2,1,0,0,30k-75k,1
6,2005,7,0,9,8,69712,0,1,0,1,1,0,2,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,30k-75k,1
3,1989,10,0,0,4,84205,1,1,0,1,0,0,1,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1985-1989,3,6-15,3,0,0,75k-150k,2
3,2006,1,4,1,4,180000,0,0,1,1,0,0,1,2,FIFTH THIRD BANK,3,OH,2,2005-2009,7,1-2,1,1,1,150k-500k,3
2,2002,3,6,0,4,157242,1,0,0,1,1,0,1,2,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,3-5,2,1,0,150k-500k,3
1,1991,1,0,0,4,60000,1,1,0,1,0,0,1,2,Otros,8,OH,2,1990-1994,4,1-2,1,0,0,30k-75k,1
9,2005,2,1,3,3,43000,1,1,0,1,1,0,3,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,1-2,1,1,1,30k-75k,1
5,2007,1,1,1,5,37861,0,0,0,1,1,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,30k-75k,1
3,2005,8,0,8,5,95000,1,1,0,1,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,75k-150k,2
5,2008,0,0,0,9,361867,1,1,0,1,1,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,150k-500k,3
8,2004,1,0,1,9,284000,1,0,0,1,0,0,3,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,2000-2004,6,1-2,1,0,1,150k-500k,3
6,2009,6,1,0,6,79507,1,1,0,1,1,0,2,2,Otros,8,OH,2,2005-2009,7,6-15,3,1,0,75k-150k,2
11,2009,0,0,0,12,37474,0,1,0,1,1,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,30k-75k,1
6,2005,2,1,2,7,50000,1,1,0,1,0,0,2,3,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,1-2,1,1,1,30k-75k,1
10,2002,1,0,1,11,130500,0,0,1,1,0,0,4,4,Otros,8,Otros,3,2000-2004,6,1-2,1,0,1,75k-150k,2
5,2004,6,0,6,5,10732,0,1,0,1,1,0,2,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2000-2004,6,6-15,3,0,1,0-30k,0
1,1999,2,0,0,6,27000,1,0,0,1,1,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
11,2014,2,0,0,11,85500,1,1,0,1,0,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,1-2,1,0,0,75k-150k,2
2,2005,1,0,1,11,21102,1,1,0,0,1,0,1,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
5,1991,90,5,85,6,182000,1,1,0,1,0,0,2,2,COMMUNITY CAP. DEVEL CORP,2,OH,2,1990-1994,4,15+,4,1,1,150k-500k,3
9,1998,3,0,0,11,65000,0,0,0,1,0,1,3,4,Otros,8,OH,2,1995-1999,5,3-5,2,0,0,30k-75k,1
12,2005,13,12,13,2,20000,0,0,0,1,1,0,4,1,FIFTH THIRD BANK,3,OH,2,2005-2009,7,6-15,3,1,1,0-30k,0
3,1990,3,0,0,4,140000,1,0,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,3-5,2,0,0,75k-150k,2
3,1998,5,0,0,6,100000,1,1,0,1,0,0,1,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
8,2002,110,0,110,9,1236000,1,1,0,1,0,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,15+,4,0,1,500k+,4
7,1996,15,0,0,7,100000,1,1,0,1,0,0,3,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
4,2003,20,0,20,5,407900,1,1,0,1,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,15+,4,0,1,150k-500k,3
7,1983,65,0,0,4,396000,1,1,0,1,0,0,3,2,COMMUNITY CAP. DEVEL CORP,2,OH,2,1980-1984,2,15+,4,0,0,150k-500k,3
5,2006,3,0,3,6,20000,1,1,0,1,1,0,2,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,0-30k,0
2,2000,1,0,0,5,28000,1,1,0,0,0,1,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,0,0,0-30k,0
8,2006,1,0,1,9,30000,0,1,0,0,0,0,3,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,1-2,1,0,1,0-30k,0
3,2003,6,0,6,4,25000,1,1,0,0,0,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,6-15,3,0,1,0-30k,0
11,1996,3,0,0,1,220000,1,0,0,1,0,0,4,1,WELLS FARGO BANK NATL ASSOC,12,Otros,3,1995-1999,5,3-5,2,0,0,150k-500k,3
6,2006,8,1,0,7,30000,0,1,0,1,1,0,2,3,Otros,8,OH,2,2005-2009,7,6-15,3,1,0,0-30k,0
5,2002,4,0,0,6,24000,1,1,0,0,0,1,2,2,Otros,8,OH,2,2000-2004,6,3-5,2,0,0,0-30k,0
6,2007,2,0,0,12,25000,1,1,0,1,1,0,2,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,1-2,1,0,0,0-30k,0
6,1987,23,11,12,9,220000,1,1,0,1,0,0,2,3,Otros,8,OH,2,1985-1989,3,15+,4,1,1,150k-500k,3
12,1998,1,0,0,3,66000,0,0,0,1,0,1,4,1,Otros,8,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
8,2002,54,7,47,11,220000,1,1,0,1,0,0,3,4,COMMUNITY CAP. DEVEL CORP,2,OH,2,2000-2004,6,15+,4,1,1,150k-500k,3
4,2005,1,0,0,8,100000,1,0,0,0,0,1,2,3,Otros,8,OH,2,2005-2009,7,1-2,1,0,0,75k-150k,2
10,1998,8,3,8,7,107000,1,1,0,1,0,0,4,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1995-1999,5,6-15,3,1,1,75k-150k,2
5,2002,2,0,0,6,319500,1,0,0,0,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,0,0,150k-500k,3
4,2005,6,0,6,6,63728,1,1,0,0,1,0,2,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,6-15,3,0,1,30k-75k,1
12,1999,17,0,0,12,73500,1,0,1,1,0,1,4,4,Otros,8,OH,2,1995-1999,5,15+,4,0,0,30k-75k,1
2,2012,2,0,0,1,45547,1,1,0,1,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2010-2014,8,1-2,1,0,0,30k-75k,1
4,2002,2,0,0,5,67500,1,1,0,0,0,1,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,Otros,3,2000-2004,6,1-2,1,0,0,30k-75k,1
3,1991,17,0,0,9,96000,1,0,0,1,0,0,1,3,Otros,8,OH,2,1990-1994,4,15+,4,0,0,75k-150k,2
3,2006,3,9,3,11,150000,0,0,0,1,0,0,1,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,75k-150k,2
4,2005,5,0,5,6,101632,0,1,0,1,1,0,2,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,75k-150k,2
4,1999,38,0,0,1,141000,1,1,0,1,0,0,2,1,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,15+,4,0,0,75k-150k,2
2,2004,40,5,40,4,603000,1,1,0,1,1,0,1,2,FIFTH THIRD BANK,3,OH,2,2000-2004,6,15+,4,1,1,500k+,4
12,2006,4,3,4,2,231000,1,1,0,0,0,0,4,1,FIFTH THIRD BANK,3,OH,2,2005-2009,7,3-5,2,1,1,150k-500k,3
7,2004,6,0,0,8,75000,1,1,0,0,0,0,3,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,6-15,3,0,0,30k-75k,1
7,2009,25,0,25,11,150000,1,1,0,1,0,0,3,4,Otros,8,OH,2,2005-2009,7,15+,4,0,1,75k-150k,2
7,2007,2,2,1,8,50000,0,1,0,1,0,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,1,30k-75k,1
5,2004,12,12,0,6,400000,0,0,1,1,0,0,2,2,FIFTH THIRD BANK,3,OH,2,2000-2004,6,6-15,3,1,0,150k-500k,3
4,2011,70,0,0,5,265678,1,1,0,1,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,15+,4,0,0,150k-500k,3
12,1983,10,0,0,2,47000,1,1,0,1,0,0,4,1,COMMUNITY CAP. DEVEL CORP,2,OH,2,1980-1984,2,6-15,3,0,0,30k-75k,1
4,2006,1,0,1,5,81000,1,1,0,1,0,0,2,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,1-2,1,0,1,75k-150k,2
2,2007,2,3,5,4,3671,0,0,0,1,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,1,1,0-30k,0
10,2006,15,3,18,2,13128,1,1,0,1,1,0,4,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,1,1,0-30k,0
6,2009,0,3,0,8,60000,1,0,0,0,0,0,2,3,Otros,8,OH,2,2005-2009,7,0,0,1,0,30k-75k,1
4,2005,1,0,1,4,25000,1,1,0,1,0,0,2,2,Otros,8,Otros,3,2005-2009,7,1-2,1,0,1,0-30k,0
11,2007,3,2,1,11,20000,1,0,0,1,1,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,0-30k,0
12,1994,18,5,13,8,156000,1,1,0,1,0,0,4,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1990-1994,4,15+,4,1,1,150k-500k,3
10,2008,4,3,4,10,98000,1,1,0,0,0,0,4,4,Otros,8,Otros,3,2005-2009,7,3-5,2,1,1,75k-150k,2
10,2005,2,0,0,2,97617,1,1,0,0,1,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,1-2,1,0,0,75k-150k,2
